time_s,amplitude
0.9472656250,-1.4666395727
0.9482421875,-2.2282152653
0.9492187500,-1.1192957327
0.9501953125,0.7948076808
0.9511718750,2.4587297676
0.9521484375,3.8389561734
0.9531250000,1.3532580779
0.9541015625,-0.2022616425
0.9550781250,1.6301628129
0.9560546875,-0.5075126316
0.9570312500,-0.6187268072
0.9580078125,-1.5098305772
0.9589843750,-2.4774951576
0.9599609375,0.5393050060
0.9609375000,3.1332156560
0.9619140625,2.7981843095
0.9628906250,1.4525325562
0.9638671875,1.6025583921
0.9648437500,-0.3369168806
0.9658203125,0.8302117755
0.9667968750,0.1840361945
0.9677734375,-3.1440469737
0.9687500000,-1.4062371012
0.9697265625,0.0588118064
0.9707031250,1.9760078679
0.9716796875,3.2802435493
0.9726562500,2.3548071945
0.9736328125,0.1442476253
0.9746093750,1.0263448407
0.9755859375,1.4160912529
0.9765625000,-1.4392965979
0.9775390625,-1.0069849885
0.9785156250,-2.4565520161
0.9794921875,-1.0327459075
0.9804687500,2.8554004615
0.9814453125,2.7458576361
0.9824218750,1.7742590307
0.9833984375,1.3342215304
0.9843750000,1.1353153651
0.9853515625,0.1861209841
0.9863281250,0.9044223116
0.9873046875,-2.0806824882
0.9882812500,-3.1428678914
0.9892578125,0.3174511635
0.9902343750,0.9416395749
0.9912109375,2.9062439173
0.9921875000,2.6611312447
0.9931640625,0.7996628482
0.9941406250,0.8061058896
0.9951171875,1.8502392865
0.9960937500,-0.0103252698
0.9970703125,-2.1681023113
0.9980468750,-1.4469754637
0.9990234375,-2.1826470436
1.0000000000,1.5485281374
1.0009765625,3.3622216881
1.0019531250,1.3539280681
1.0029296875,1.6585456242
1.0039062500,1.3945670729
1.0048828125,1.0725422611
1.0058593750,0.4784511419
1.0068359375,-0.6931591671
1.0078125000,-3.4933625905
1.0087890625,-1.2600108334
1.0097656250,1.6057090131
1.0107421875,1.3668340688
1.0117187500,3.1109391116
1.0126953125,1.2535174885
1.0136718750,0.7584110924
1.0146484375,2.1002905235
1.0156250000,0.9738756064
1.0166015625,-1.6700845952
1.0175781250,-2.3122596460
1.0185546875,-1.4048200956
1.0195312500,-0.5024625780
1.0205078125,3.2989708112
1.0214843750,1.9690130891
1.0224609375,0.7586390949
1.0234375000,2.3169261049
1.0244140625,1.2583315669
1.0253906250,1.0638579955
1.0263671875,-0.4411161747
1.0273437500,-2.5930128320
1.0283203125,-2.6897457175
1.0292968750,0.9791690148
1.0302734375,1.7407382843
1.0312500000,1.5414392799
1.0322265625,2.6005277211
1.0332031250,0.4619552700
1.0341796875,2.1000056277
1.0351562500,2.0455084248
1.0361328125,-1.0994001543
1.0371093750,-2.3777585000
1.0380859375,-1.8818205570
1.0390625000,-0.5404027640
1.0400390625,1.4182204271
1.0410156250,3.0364771256
1.0419921875,0.4354170911
1.0429687500,1.7084061334
1.0439453125,2.7078600900
1.0449218750,0.7617195937
1.0458984375,0.5271157588
1.0468750000,-2.2307012576
1.0478515625,-2.9011213299
1.0488281250,-0.4052590433
1.0498046875,1.9001397175
1.0507812500,1.1931950316
1.0517578125,1.7147575732
1.0527343750,1.9792530969
1.0537109375,1.0013635616
1.0546875000,3.0764258898
1.0556640625,0.0301775317
1.0566406250,-2.6165277581
1.0576171875,-1.8662113533
1.0585937500,-1.1240485720
1.0595703125,0.8115311591
1.0605468750,2.1337839170
1.0615234375,1.5705717807
1.0625000000,0.5083177999
1.0634765625,3.1836975234
1.0644531250,2.0282428080
1.0654296875,0.0061685605
1.0664062500,-0.6910895660
1.0673828125,-3.4107983108
1.0683593750,-1.1636322388
1.0693359375,1.2879865603
1.0703125000,1.3142618143
1.0712890625,0.9673096608
1.0722656250,1.9791785642
1.0732421875,1.9036304097
1.0742187500,2.0767133218
1.0751953125,2.1492206005
1.0761718750,-2.5050594395
1.0771484375,-2.3640572033
1.0781250000,-0.8910344488
1.0791015625,-0.2932830764
1.0800781250,1.7912180268
1.0810546875,1.3920454148
1.0820312500,0.8548667384
1.0830078125,2.1042425343
1.0839843750,3.5233802930
1.0849609375,0.4897861128
1.0859375000,-0.7928039747
1.0869140625,-1.9629539978
1.0878906250,-2.8199226326
1.0888671875,1.1066532065
1.0898437500,1.0984149498
1.0908203125,0.5552313987
1.0917968750,1.5290352158
1.0927734375,2.2950356589
1.0937500000,2.3497889472
1.0947265625,2.1403400859
1.0957031250,-0.3374427254
1.0966796875,-3.5137084464
1.0976562500,-0.8203744471
1.0986328125,-0.3562273750
1.0996093750,0.4255734974
1.1005859375,1.8041832732
1.1015625000,0.4447242882
1.1025390625,1.9235728010
1.1035156250,3.4206892289
1.1044921875,2.1454514014
1.1054687500,-0.9797146417
1.1064453125,-1.4063615745
1.1074218750,-2.3496917568
1.1083984375,-0.8732527182
1.1093750000,1.9419124068
1.1103515625,-0.2183733476
1.1113281250,0.9827526653
1.1123046875,2.4212692837
1.1132812500,2.5490883610
1.1142578125,2.5104924170
1.1152343750,0.5386828794
1.1162109375,-2.4139957396
1.1171875000,-2.3987422373
1.1181640625,0.4496074224
1.1191406250,-0.4553040848
1.1201171875,0.9203133196
1.1210937500,1.1854512992
1.1220703125,0.7642090091
1.1230468750,3.7618677817
1.1240234375,2.8310087179
1.1250000000,0.0863703305
1.1259765625,-1.6590521005
1.1269531250,-1.6159668672
1.1279296875,-1.5454174972
1.1289062500,0.7569338256
1.1298828125,0.9285372267
1.1308593750,-0.7315679601
1.1318359375,2.5690421134
1.1328125000,2.8280002785
1.1337890625,2.5435249322
1.1347656250,1.5842190251
1.1357421875,-1.6701794549
1.1367187500,-2.4533379364
1.1376953125,-0.5505658361
1.1386718750,0.4263709347
1.1396484375,-0.6474450548
1.1406250000,1.2246806506
1.1416015625,0.9444760040
1.1425781250,2.4378813671
1.1435546875,4.3227526134
1.1445312500,0.5720241864
1.1455078125,-1.1037670531
1.1464843750,-1.5956499241
1.1474609375,-1.3138391940
1.1484375000,-0.3064478662
1.1494140625,0.8129645781
1.1503906250,-0.3857271616
1.1513671875,0.6046382759
1.1523437500,3.9877187883
1.1533203125,2.3805589554
1.1542968750,2.0536836747
1.1552734375,-0.2775012440
1.1562500000,-2.6772419748
1.1572265625,-0.8190140602
1.1582031250,0.1469057830
1.1591796875,-0.4195857702
1.1601562500,-0.3318991104
1.1611328125,1.5705196425
1.1621093750,1.7123822961
1.1630859375,3.9542213014
1.1640625000,2.6604233574
1.1650390625,-1.5092475501
1.1660156250,-0.8811329734
1.1669921875,-1.3512413250
1.1679687500,-0.6731777096
1.1689453125,0.2172873652
1.1699218750,-0.2307471109
1.1708984375,-0.1346474767
1.1718750000,2.8571184025
1.1728515625,4.0015266224
1.1738281250,1.3973081234
1.1748046875,1.0583598312
1.1757812500,-1.9206694205
1.1767578125,-1.7505870490
1.1777343750,0.5344207032
1.1787109375,-0.7506091878
1.1796875000,-0.7567280066
1.1806640625,0.5641881739
1.1816406250,2.2099648689
1.1826171875,2.9548331473
1.1835937500,3.7025767104
1.1845703125,-0.0427408475
1.1855468750,-1.8374471433
1.1865234375,-0.0959454076
1.1875000000,-1.3536079305
1.1884765625,-0.1299219989
1.1894531250,-0.3269106659
1.1904296875,-0.6365950631
1.1914062500,1.8762318559
1.1923828125,4.0838889136
1.1933593750,2.6552718786
1.1943359375,0.4624593053
1.1953125000,-0.0677993033
1.1962890625,-2.2423735409
1.1972656250,-0.0265846200
1.1982421875,0.1072197366
1.1992187500,-1.8704691536
1.2001953125,0.1755483818
1.2011718750,1.6135249220
1.2021484375,3.0663000428
1.2031250000,3.3801469229
1.2041015625,1.6790079509
1.2050781250,-1.6426174910
1.2060546875,-0.6426021612
1.2070312500,0.0277951106
1.2080078125,-1.5546475952
1.2089843750,-0.0232925796
1.2099609375,-1.0378981156
1.2109375000,0.7499998598
1.2119140625,3.9150905555
1.2128906250,3.3074402246
1.2138671875,1.1085851366
1.2148437500,-0.0986930902
1.2158203125,-0.7374606849
1.2167968750,-1.3332524705
1.2177734375,0.6327927636
1.2187500000,-1.5830444808
1.2197265625,-1.5278365836
1.2207031250,1.8355725840
1.2216796875,2.3420882462
1.2226562500,3.6153717335
1.2236328125,2.2539506467
1.2246093750,-0.4144922435
1.2255859375,-1.1905101389
1.2265625000,0.4019390971
1.2275390625,-0.8368056754
1.2285156250,-1.6175399930
1.2294921875,-0.1864156753
1.2304687500,-0.6405500848
1.2314453125,3.1863659759
1.2324218750,4.0807316224
1.2333984375,1.4403341720
1.2343750000,0.4140107386
1.2353515625,-0.3483149438
1.2363281250,-0.6823408175
1.2373046875,-0.4582079711
1.2382812500,-0.4130712703
1.2392578125,-2.5520350840
1.2402343750,0.5047201480
1.2412109375,3.0016142185
1.2421875000,2.5706778223
1.2431640625,3.2872517697
1.2441406250,0.2762176053
1.2451171875,-0.8591654574
1.2460937500,0.1591736987
1.2470703125,-0.0193718182
1.2480468750,-1.8829627491
1.2490234375,-1.2858500284
1.2500000000,-0.0021179759
1.2509765625,1.1155291733
1.2519531250,4.6796023393
1.2529296875,2.2439273931
1.2539062500,0.2697538717
1.2548828125,0.5601447089
1.2558593750,-0.5049417325
1.2568359375,-0.3055605832
1.2578125000,-0.7673849660
1.2587890625,-1.8703797404
1.2597656250,-1.4328277507
1.2607421875,2.7806712641
1.2617187500,2.9836492117
1.2626953125,2.3957775261
1.2636718750,2.0938650699
1.2646484375,-0.9965171918
1.2656250000,0.3215598232
1.2666015625,0.4222351657
1.2675781250,-1.5293204207
1.2685546875,-2.0784257496
1.2695312500,-0.5398810150
1.2705078125,0.9716165954
1.2714843750,3.0261358653
1.2724609375,3.9900560228
1.2734375000,0.1586094689
1.2744140625,0.6298735566
1.2753906250,0.6797951059
1.2763671875,-0.7154682133
1.2773437500,-0.3575726042
1.2783203125,-2.0229181220
1.2792968750,-1.8333622634
1.2802734375,1.0826922847
1.2812500000,3.6610409708
1.2822265625,2.1697507026
1.2832031250,2.0044018584
1.2841796875,0.7863734082
1.2851562500,-0.7023896400
1.2861328125,1.3900221321
1.2871093750,-1.1061157048
1.2880859375,-2.5206479713
1.2890625000,-1.1824627074
1.2900390625,0.4788210227
1.2910156250,2.3946888687
1.2919921875,3.5436588782
1.2929687500,1.9201892563
1.2939453125,-0.3538259877
1.2949218750,1.6565180603
1.2958984375,0.0564564175
1.2968750000,-1.0178556773
1.2978515625,-1.1303843096
1.2988281250,-2.7361207514
1.2998046875,0.1942820990
1.3007812500,2.9350488570
1.3017578125,2.9035625482
1.3027343750,1.4737474145
1.3037109375,1.5798630248
1.3046875000,0.2180569200
1.3056640625,0.3982376453
1.3066406250,0.7281740950
1.3076171875,-3.1050292711
1.3085937500,-1.8434428838
1.3095703125,0.1307596798
1.3105468750,1.5501961735
1.3115234375,3.2915249550
1.3125000000,2.3629607345
1.3134765625,0.5099263782
1.3144531250,0.7562618180
1.3154296875,1.8069123430
1.3164062500,-1.1700808805
1.3173828125,-1.3674957251
1.3183593750,-2.0050900018
1.3193359375,-1.6883351787
1.3203125000,2.6977236696
1.3212890625,2.7791718217
1.3222656250,1.7554064959
1.3232421875,1.3899351970
1.3242187500,1.2843954145
1.3251953125,0.4646735585
1.3261718750,0.6730866163
1.3271484375,-1.4164876077
1.3281250000,-3.5967072186
1.3291015625,0.0637796086
1.3300781250,1.0202453471
1.3310546875,2.3884342555
1.3320312500,2.9618564806
1.3330078125,0.8051321110
1.3339843750,0.9373915477
1.3349609375,1.7993444521
1.3359375000,0.4939084079
1.3369140625,-2.2322855160
1.3378906250,-1.5953452372
1.3388671875,-1.9608520247
1.3398437500,0.7052828081
1.3408203125,3.6399535083
1.3417968750,1.2886521209
1.3427734375,1.5655488132
1.3437500000,1.6278838121
1.3447265625,1.1652937140
1.3457031250,0.6643815675
1.3466796875,-0.6436864524
1.3476562500,-3.1173514182
1.3486328125,-1.9775257208
1.3496093750,1.6977181049
1.3505859375,1.2325005655
1.3515625000,2.7322252296
1.3525390625,1.7666450511
1.3535156250,0.4989986930
1.3544921875,2.3064226003
1.3554687500,1.1707967614
1.3564453125,-1.3564150265
1.3574218750,-2.5130167334
1.3583984375,-1.4113364962
1.3593750000,-0.6494018168
1.3603515625,2.6763826524
1.3613281250,2.5203127662
1.3623046875,0.3646468184
1.3632812500,2.4245164284
1.3642578125,1.5612884518
1.3652343750,1.0292468500
1.3662109375,-0.1111077115
1.3671875000,-2.5365701754
1.3681640625,-2.7278518344
1.3691406250,0.3930003452
1.3701171875,2.0177485174
1.3710937500,1.1532133880
1.3720703125,2.5697395875
1.3730468750,0.8749072104
1.3740234375,1.6679495194
1.3750000000,2.6035276180
1.3759765625,-0.9613800145
1.3769531250,-2.2999931917
1.3779296875,-2.0313642147
1.3789062500,-0.6229956520
1.3798828125,1.0889909627
1.3808593750,2.8385159055
1.3818359375,0.8579654006
1.3828125000,1.1262424582
1.3837890625,3.1901016332
1.3847656250,0.8918487801
1.3857421875,0.5331267102
1.3867187500,-1.7755202256
1.3876953125,-3.1564527581
1.3886718750,-0.5849340992
1.3896484375,1.6076212092
1.3906250000,1.3715533984
1.3916015625,1.2715688609
1.3925781250,2.2548475665
1.3935546875,1.0924583622
1.3945312500,2.8366686849
1.3955078125,0.8410300323
1.3964843750,-2.8365875796
1.3974609375,-1.7989042267
1.3984375000,-1.2564549927
1.3994140625,0.5614609032
1.4003906250,1.9389295948
1.4013671875,1.6076848792
1.4023437500,0.5852819600
1.4033203125,2.7845448531
1.4042968750,2.7472049480
1.4052734375,-0.1420377529
1.4062500000,-0.4426506467
1.4072265625,-3.1262823153
1.4082031250,-1.7239976495
1.4091796875,1.3251694998
1.4101562500,1.1163153746
1.4111328125,0.9606452155
1.4121093750,1.7058916229
1.4130859375,2.2405148363
1.4140625000,1.9518124297
1.4150390625,2.3463120279
1.4160156250,-1.8507774484
1.4169921875,-2.9030964756
1.4179687500,-0.6235102269
1.4189453125,-0.6018841131
1.4199218750,1.5414690522
1.4208984375,1.4322074080
1.4218750000,0.7803073323
1.4228515625,2.0222001372
1.4238281250,3.5193658174
1.4248046875,1.1282477498
1.4257812500,-1.0766059988
1.4267578125,-1.4948760728
1.4277343750,-2.9735165840
1.4287109375,0.5942748578
1.4296875000,1.3984214708
1.4306640625,0.1614779105
1.4316406250,1.5298204239
1.4326171875,2.2042536407
1.4335937500,2.5748136354
1.4345703125,2.1074289223
1.4355468750,0.1453607442
1.4365234375,-3.3297809969
1.4375000000,-1.3413242170
1.4384765625,0.0543658394
1.4394531250,-0.1532402281
1.4404296875,1.8097036698
1.4414062500,0.4946342207
1.4423828125,1.6391219284
1.4433593750,3.5441129992
1.4443359375,2.3792818867
1.4453125000,-0.6002209551
1.4462890625,-1.6084542623
1.4472656250,-1.9168068792
1.4482421875,-1.4045471836
1.4492187500,1.8163912014
1.4501953125,0.0285477239
1.4511718750,0.3715098600
1.4521484375,2.6637318697
1.4531250000,2.4533476793
1.4541015625,2.7118648579
1.4550781250,0.7500107176
1.4560546875,-2.0423753272
1.4570312500,-2.5978028236
1.4580078125,0.2246895755
1.4589843750,-0.1666563446
1.4599609375,0.2252543802
1.4609375000,1.5001392990
1.4619140625,0.5320747352
1.4628906250,3.5452957583
1.4638671875,3.2834720271
1.4648437500,0.2225149376
1.4658203125,-1.4321115712
1.4667968750,-1.6967284954
1.4677734375,-1.3700323758
1.4687500000,0.1901034682
1.4697265625,1.1625115358
1.4707031250,-0.8653056041
1.4716796875,2.0394479074
1.4726562500,3.3100198616
1.4736328125,2.2991435441
1.4746093750,1.9906524276
1.4755859375,-1.4100398960
1.4765625000,-2.4176863885
1.4775390625,-0.7675426613
1.4785156250,0.4395789705
1.4794921875,-0.6598601992
1.4804687500,0.6781040235
1.4814453125,1.3486365177
1.4824218750,1.9127870931
1.4833984375,4.5308024593
1.4843750000,1.0832738491
1.4853515625,-1.2076952652
1.4863281250,-1.3071034049
1.4873046875,-1.4467055386
1.4882812500,-0.3379360532
1.4892578125,0.4810924985
1.4902343750,-0.1433547846
1.4912109375,0.1150563241
1.4921875000,3.8543054396
1.4931640625,2.8574009936
1.4941406250,1.7484143025
1.4951171875,0.4026648128
1.4960937500,-2.7127696674
1.4970703125,-0.9411749812
1.4980468750,0.1435348121
1.4990234375,-0.4617452509
1.5000000000,-0.5485281374
1.5009765625,1.2821706065
1.5019531250,1.9495125835
1.5029296875,3.4507316683
1.5039062500,3.3285278643
1.5048828125,-1.3254463604
1.5058593750,-1.0329713340
1.5068359375,-0.9639046747
1.5078125000,-1.0220740938
1.5087890625,0.2387105920
1.5097656250,-0.4039938034
1.5107421875,-0.1653777309
1.5117187500,2.3698648330
1.5126953125,4.2738705383
1.5136718750,1.6442700010
1.5146484375,0.9212837576
1.5156250000,-1.1924648206
1.5166015625,-2.1949393946
1.5175781250,0.6252135222
1.5185546875,-0.6896740582
1.5195312500,-1.0310419070
1.5205078125,0.3936352955
1.5214843750,2.0479599565
1.5224609375,3.0158885549
1.5234375000,3.5400568815
1.5244140625,0.7356170762
1.5253906250,-2.0808552638
1.5263671875,-0.0022749946
1.5273437500,-1.0718142242
1.5283203125,-0.6299457392
1.5292968750,-0.0898712786
1.5302734375,-0.9620616265
1.5312500000,1.6746943531
1.5322265625,3.9135516284
1.5332031250,3.0507370310
1.5341796875,0.5018941680
1.5351562500,0.0688935181
1.5361328125,-1.7866302649
1.5371093750,-0.6200698145
1.5380859375,0.5515615124
1.5390625000,-2.0929521911
1.5400390625,-0.1827798133
1.5410156250,1.6076743766
1.5419921875,2.8497239107
1.5429687500,3.5081234974
1.5439453125,1.8420278688
1.5449218750,-1.1418931242
1.5458984375,-1.0367189742
1.5468750000,0.4240955004
1.5478515625,-1.6015667132
1.5488281250,-0.4249805843
1.5498046875,-0.7234951222
1.5507812500,0.1097094997
1.5517578125,3.9180048757
1.5527343750,3.4041933549
1.5537109375,1.3703351057
1.5546875000,-0.0592478763
1.5556640625,-0.4747872560
1.5566406250,-1.2435455638
1.5576171875,0.2594060964
1.5585937500,-1.0465015204
1.5595703125,-2.1751137062
1.5605468750,1.7065639747
1.5615234375,2.3683892700
1.5625000000,3.3603113502
1.5634765625,2.6519495224
1.5644531250,-0.2565154529
1.5654296875,-1.0102961623
1.5664062500,0.1971204825
1.5673828125,-0.3840249299
1.5683593750,-1.9866603286
1.5693359375,-0.3187006643
1.5703125000,-0.5489297809
1.5712890625,2.4464691521
1.5722656250,4.5195691809
1.5732421875,1.4706485638
1.5742187500,0.5741048664
1.5751953125,-0.1841945283
1.5761718750,-0.5329420843
1.5771484375,-0.5191168556
1.5781250000,-0.4741323016
1.5791015625,-2.3172895658
1.5800781250,-0.3214083075
1.5810546875,3.2411277822
1.5820312500,2.4208445994
1.5830078125,3.2143666555
1.5839843750,0.8437874699
1.5849609375,-0.9857213782
1.5859375000,0.3247578215
1.5869140625,0.0024768378
1.5878906250,-1.6558671109
1.5888671875,-1.7505269120
1.5898437500,0.0485402543
1.5908203125,0.8596574467
1.5917968750,4.2457172895
1.5927734375,2.9389387314
1.5937500000,0.0004309255
1.5947265625,0.8628503536
1.5957031250,-0.3335116827
1.5966796875,-0.3288078270
1.5976562500,-0.7139815905
1.5986328125,-1.8879371447
1.5996093750,-1.6090283715
1.6005859375,2.1720857041
1.6015625000,3.4166986774
1.6025390625,2.0450920051
1.6035156250,2.3801081523
1.6044921875,-0.5925104215
1.6054687500,-0.0039884580
1.6064453125,0.8518916794
1.6074218750,-1.5667831743
1.6083984375,-2.1002690531
1.6093750000,-0.9033896876
1.6103515625,0.9773763091
1.6113281250,2.6304898519
1.6123046875,4.0483912738
1.6132812500,0.6934646461
1.6142578125,0.1898397235
1.6152343750,1.2665344086
1.6162109375,-0.7643898320
1.6171875000,-0.3675714598
1.6181640625,-1.8572668795
1.6191406250,-2.1203519809
1.6201171875,0.7817299902
1.6210937500,3.4266161652
1.6220703125,2.5112129851
1.6230468750,1.6526945814
1.6240234375,1.3447440292
1.6250000000,-0.6863703305
1.6259765625,1.2283393163
1.6269531250,-0.5018232911
1.6279296875,-2.8893690350
1.6289062500,-1.2200126345
1.6298828125,0.1849895743
1.6308593750,2.2687338479
1.6318359375,3.3369764751
1.6328125000,2.2519682676
1.6337890625,-0.2055861459
1.6347656250,1.3948420585
1.6357421875,0.7736209582
1.6367187500,-1.3594791713
1.6376953125,-0.9196098832
1.6386718750,-2.7407374203
1.6396484375,-0.3463619048
1.6406250000,2.8753095275
1.6416015625,2.8408307467
1.6425781250,1.6360073515
1.6435546875,1.4295489124
1.6445312500,0.7665501319
1.6455078125,0.1472541099
1.6464843750,0.9707870535
1.6474609375,-2.7150865494
1.6484375000,-2.4838860666
1.6494140625,0.2841441068
1.6503906250,1.1461137268
1.6513671875,3.2088679765
1.6523437500,2.4394029874
1.6533203125,0.7376207001
1.6542968750,0.6958026646
1.6552734375,1.9129965734
1.6562500000,-0.6293924019
1.6572265625,-1.8292326887
1.6582031250,-1.6040676228
1.6591796875,-2.1087109223
1.6601562500,2.2629914371
1.6611328125,3.0109893956
1.6621093750,1.5720779860
1.6630859375,1.5492439293
1.6640625000,1.3160923536
1.6650390625,0.8169824565
1.6660156250,0.4827063003
1.6669921875,-0.9263749299
1.6679687500,-3.7066336384
1.6689453125,-0.5059668929
1.6699218750,1.3080154356
1.6708984375,1.8040557935
1.6718750000,3.1687511073
1.6728515625,0.9209163590
1.6738281250,0.9371619916
1.6748046875,1.8859516425
1.6757812500,0.8003137141
1.6767578125,-2.0209283870
1.6777343750,-1.9490850378
1.6787109375,-1.6295886629
1.6796875000,-0.0386625361
1.6806640625,3.6470282341
1.6816406250,1.5015714436
1.6826171875,1.2286672655
1.6835937500,1.9875378330
1.6845703125,1.1723153055
1.6855468750,0.9140556713
1.6865234375,-0.6090860519
1.6875000000,-2.7777629194
1.6884765625,-2.4717954556
1.6894531250,1.4721397305
1.6904296875,1.4067145758
1.6914062500,2.1373016786
1.6923828125,2.2876294829
1.6933593750,0.3464836795
1.6943359375,2.3348614824
1.6953125000,1.5242547406
1.6962890625,-1.1799044555
1.6972656250,-2.5033810079
1.6982421875,-1.6202516972
1.6992187500,-0.5978002096
1.7001953125,1.9803816151
1.7011718750,2.9287070892
1.7021484375,0.2366289544
1.7031250000,2.2042835800
1.7041015625,2.0913697927
1.7050781250,0.8699025659
1.7060546875,0.2706373953
1.7070312500,-2.4667881656
1.7080078125,-2.7564368478
1.7089843750,-0.0981503542
1.7099609375,2.0770089013
1.7109375000,1.0612070493
1.7119140625,2.2185927905
1.7128906250,1.4549814864
1.7138671875,1.2307671879
1.7148437500,2.9972321558
1.7158203125,-0.6038250572
1.7167968750,-2.3859695735
1.7177734375,-2.0009345533
1.7187500000,-0.8576761357
1.7197265625,0.9388181313
1.7207031250,2.4741658997
1.7216796875,1.2989162259
1.7226562500,0.6812790237
1.7236328125,3.3603289560
1.7246093750,1.3413364144
1.7255859375,0.3052984897
1.7265625000,-1.1967130092
1.7275390625,-3.3862572244
1.7285156250,-0.7911472132
1.7294921875,1.3695678588
1.7304687500,1.4293230178
1.7314453125,1.0259112913
1.7324218750,2.2225859034
1.7333984375,1.4534703603
1.7343750000,2.4288675061
1.7353515625,1.6170793036
1.7363281250,-2.8425870920
1.7373046875,-1.9542402789
1.7382812500,-1.1614948999
1.7392578125,0.1566007848
1.7402343750,1.8708388574
1.7412109375,1.4934098980
1.7421875000,0.7601677366
1.7431640625,2.3693624342
1.7441406250,3.2820841561
1.7451171875,0.0177448494
1.7460937500,-0.5112250347
1.7470703125,-2.5815594157
1.7480468750,-2.3459491208
1.7490234375,1.3237767916
1.7500000000,1.0021179759
1.7509765625,0.8465440635
1.7519531250,1.5493095305
1.7529296875,2.3570038408
1.7539062500,2.0822974644
1.7548828125,2.2812758992
1.7558593750,-1.0533600289
1.7568359375,-3.3510536206
1.7578125000,-0.5634605930
1.7587890625,-0.6246443760
1.7597656250,1.0572687453
1.7607421875,1.6147630352
1.7617187500,0.5909169585
1.7626953125,2.0166707239
1.7636718750,3.4310628395
1.7646484375,1.7277528320
1.7656250000,-1.1644380679
1.7666015625,-1.3160396980
1.7675781250,-2.7739971052
1.7685546875,-0.1338515176
1.7695312500,1.7511080820
1.7705078125,-0.1547687789
1.7714843750,1.3825513409
1.7724609375,2.2330068770
1.7734375000,2.6361644431
1.7744140625,2.2553380925
1.7753906250,0.3933607232
1.7763671875,-2.8988113894
1.7773437500,-1.9390781530
1.7783203125,0.3819136498
1.7792968750,-0.4763762202
1.7802734375,1.5063261676
1.7812500000,0.7796796457
1.7822265625,1.1983910870
1.7832031250,3.7148201856
1.7841796875,2.5549123339
1.7851562500,-0.1961494256
1.7861328125,-1.7293744565
1.7871093750,-1.6563060062
1.7880859375,-1.6130353748
1.7890625000,1.3712557983
1.7900390625,0.4820681916
1.7910156250,-0.2732459350
1.7919921875,2.7674255648
1.7929687500,2.5188037988
1.7939453125,2.7257907535
1.7949218750,1.1161968649
1.7958984375,-1.8268341611
1.7968750000,-2.5665748256
1.7978515625,-0.1725446876
1.7988281250,0.1938887402
1.7998046875,-0.3502120959
1.8007812500,1.5332205062
1.8017578125,0.6094694125
1.8027343750,3.0562182134
1.8037109375,3.8424149715
1.8046875000,0.3254876427
1.8056640625,-1.1955584330
1.8066406250,-1.7299296531
1.8076171875,-1.2664891254
1.8085937500,-0.1700906507
1.8095703125,1.0991208075
1.8105468750,-0.6954252380
1.8115234375,1.3101924995
1.8125000000,3.7684101154
1.8134765625,2.1951050813
1.8144531250,2.1671296540
1.8154296875,-0.9364868009
1.8164062500,-2.5200336628
1.8173828125,-0.8160046877
1.8183593750,0.2935536892
1.8193359375,-0.5228812293
1.8203125000,0.0976668731
1.8212890625,1.6010260290
1.8222656250,1.6592578386
1.8232421875,4.3815802390
1.8242187500,1.8359602919
1.8251953125,-1.4089850323
1.8261718750,-1.0075567313
1.8271484375,-1.5059553737
1.8281250000,-0.4291622911
1.8291015625,0.2668120746
1.8300781250,-0.0975136718
1.8310546875,-0.0997547279
1.8320312500,3.4179548674
1.8330078125,3.4724841439
1.8339843750,1.4610351253
1.8349609375,0.8929206414
1.8359375000,-2.4704241189
1.8369140625,-1.2711797147
1.8378906250,0.3108849551
1.8388671875,-0.6206570134
1.8398437500,-0.6363751349
1.8408203125,0.8883431842
1.8417968750,2.1685097189
1.8427734375,3.0826979356
1.8437500000,3.6787505646
1.8447265625,-0.8007890434
1.8457031250,-1.4138679068
1.8466796875,-0.4744932031
1.8476562500,-1.3097703575
1.8486328125,0.1640194684
1.8496093750,-0.4581046701
1.8505859375,-0.3296092504
1.8515625000,2.0581087032
1.8525390625,4.2622806923
1.8535156250,2.1258641775
1.8544921875,0.6500903430
1.8554687500,-0.5093710797
1.8564453125,-2.3958864994
1.8574218750,0.4391280148
1.8583984375,-0.3739702545
1.8593750000,-1.4505883613
1.8603515625,0.3174243073
1.8613281250,1.7940537194
1.8623046875,3.1055289010
1.8632812500,3.3883006793
1.8642578125,1.3352700449
1.8652343750,-2.0083079336
1.8662109375,-0.2268310748
1.8671875000,-0.5433983707
1.8681640625,-1.1781667541
1.8691406250,0.0698337669
1.8701171875,-1.1312753183
1.8710937500,1.3098654209
1.8720703125,3.8650469447
1.8730468750,3.2428829480
1.8740234375,0.7627632648
1.8750000000,-0.0035276180
1.8759765625,-1.2143727326
1.8769531250,-1.1145691714
1.8779296875,0.7559422206
1.8789062500,-1.9890718124
1.8798828125,-0.7910342725
1.8808593750,1.7371401602
1.8818359375,2.5496940565
1.8828125000,3.6400712389
1.8837890625,1.9882839384
1.8847656250,-0.6970660681
1.8857421875,-1.2334588507
1.8867187500,0.5329672186
1.8876953125,-1.3132077994
1.8886718750,-1.0283084180
1.8896484375,-0.3666241707
1.8906250000,-0.4100761176
1.8916015625,3.7019529104
1.8925781250,3.6616273646
1.8935546875,1.4620115330
1.8945312500,0.1470344148
