customer_id,tenure_months,monthly_charges,total_charges,contract_type,support_calls,churn
C00659,21,23.51,406.28,year,3,1
C00660,13,36.19,416.4,month,4,1
C00661,53,83.93,5174.87,month,1,1
C00662,3,98.29,340.87,year,0,1
C00663,15,41.09,660.59,month,7,1
C00664,43,111.74,4306.03,month,3,1
C00665,50,105.1,5086.44,year,2,1
C00666,36,104.84,3338.27,month,2,1
C00667,62,42.77,2257.79,two_year,5,1
C00668,66,25.05,1573.94,year,4,1
C00669,10,106.74,1099.77,two_year,3,1
C00670,68,50.58,3246.74,year,7,1
C00671,44,81.89,3762.89,two_year,7,1
C00672,46,96.0,4056.1,month,1,1
C00673,7,32.83,215.64,year,5,1
C00674,45,98.08,4926.77,year,7,1
C00675,52,113.85,6816.08,two_year,3,1
C00676,42,92.84,3621.7,month,0,1
C00677,6,64.12,395.73,year,1,1
C00678,38,107.67,3728.4,year,5,1
C00679,67,72.75,4003.39,month,7,1
C00680,52,94.48,5380.39,two_year,1,1
C00681,10,102.05,886.2,month,4,1
C00682,69,94.94,6356.2,month,3,1
C00683,69,48.79,3349.07,year,2,1
C00684,13,31.78,361.0,month,5,1
C00685,57,43.83,2093.14,month,7,1
C00686,29,70.29,1914.49,month,1,1
C00687,43,70.53,3581.47,month,0,1
C00688,32,78.26,2619.65,year,2,1
C00689,56,59.51,3174.48,two_year,2,1
C00690,71,98.69,5714.65,year,5,1
C00691,57,111.32,6599.74,month,4,1
C00692,67,44.67,2504.76,year,0,1
C00693,68,93.65,6476.57,two_year,2,1
C00694,7,87.8,676.54,year,5,1
C00695,18,72.31,1261.8,month,3,1
C00696,52,38.85,1858.11,month,4,1
C00697,42,99.52,3423.1,two_year,2,1
C00698,4,116.06,375.99,two_year,2,1
C00699,7,92.18,627.2,month,1,1
C00700,37,111.79,4770.47,two_year,0,1
C00701,44,118.42,4677.06,month,0,1
C00702,12,55.21,682.15,month,4,1
C00703,13,83.82,1169.99,year,1,1
C00704,10,67.39,555.52,year,4,1
C00705,41,118.66,4189.99,month,7,1
C00706,1,29.38,27.4,two_year,5,1
C00707,41,61.24,2681.67,two_year,4,1
C00708,34,107.55,3567.53,month,0,1
C00709,34,48.41,1800.13,year,3,1
C00710,49,98.78,5551.92,year,7,1
C00711,38,58.28,2443.52,year,3,1
C00712,52,118.0,7344.17,two_year,6,1
C00713,55,108.35,6565.57,year,5,1
C00714,66,50.13,3774.67,month,2,1
C00715,57,97.02,6265.35,month,1,1
C00716,37,53.69,2169.5,two_year,0,1
C00717,35,80.64,3163.12,two_year,2,1
C00718,17,85.85,1713.21,month,2,1
C00719,43,102.96,4383.37,month,5,1
C00720,10,22.45,236.92,year,4,1
C00721,67,42.02,2832.16,month,3,1
C00722,60,91.19,6239.67,month,5,1
C00723,9,76.35,668.28,two_year,6,1
C00724,56,69.56,4393.54,two_year,5,1
C00725,9,25.52,257.18,two_year,7,1
C00726,52,54.83,3377.92,year,2,1
C00727,7,106.51,670.69,month,6,1
C00728,35,23.09,875.91,two_year,3,1
C00729,47,59.64,3091.15,month,1,1
C00730,52,114.51,6993.65,month,1,1
C00731,30,25.09,875.21,two_year,0,1
C00732,66,94.97,6452.36,year,7,1
C00733,55,45.76,2596.49,two_year,1,1
C00734,15,106.66,1386.98,month,6,1
C00735,48,94.61,5404.06,two_year,6,1
C00736,52,108.57,5092.41,year,3,1
C00737,24,41.59,1087.89,year,7,1
C00738,53,73.13,4334.48,two_year,7,1
C00739,64,97.93,6120.15,month,7,1
C00740,59,44.57,2325.85,year,3,1
C00741,55,43.07,2074.13,year,2,1
C00742,46,22.72,1194.15,year,0,1
C00743,20,115.85,2326.97,two_year,6,1
C00744,57,91.0,4336.62,year,6,1
C00745,26,83.56,2361.16,month,4,1
C00746,38,94.4,3228.73,month,0,1
C00747,23,73.16,1936.02,two_year,6,1
C00748,23,67.61,1436.58,two_year,2,1
C00749,12,64.95,685.96,two_year,4,1
C00750,69,84.04,4835.84,month,5,1
C00751,11,40.15,443.69,month,1,1
C00752,7,108.81,746.66,year,0,1
C00753,67,101.18,7460.52,year,0,1
C00754,40,54.96,2167.27,month,7,1
C00755,32,77.86,2335.87,year,7,1
C00756,53,34.1,1635.0,month,3,1
C00757,28,117.23,2991.15,year,3,1
C00758,10,110.29,1291.65,month,3,1
C00759,52,112.19,5052.32,month,2,1
C00760,13,53.22,826.96,month,4,1
C00761,40,36.91,1374.19,two_year,2,1
C00762,68,41.18,2339.2,year,4,1
C00763,67,29.0,1747.68,two_year,3,0
C00764,26,32.01,685.25,year,5,1
C00765,56,27.13,1695.53,month,7,1
C00766,44,118.98,5261.41,month,1,1
C00767,35,27.41,896.8,year,0,1
C00768,10,33.25,354.05,month,4,1
C00769,27,102.73,2918.66,year,0,1
C00770,47,78.02,4312.13,two_year,1,1
C00771,71,97.44,8194.68,two_year,6,1
C00772,1,83.09,89.1,month,3,1
C00773,51,108.22,6220.86,year,4,1
C00774,61,83.85,5713.13,month,6,1
C00775,68,72.21,4893.2,month,1,1
C00776,31,91.27,3060.77,year,3,1
C00777,9,64.74,484.37,year,0,1
C00778,20,54.61,1204.92,year,3,1
C00779,61,66.77,4825.38,month,1,1
C00780,63,36.97,1942.45,two_year,7,1
C00781,46,99.66,5200.71,two_year,2,1
C00782,9,46.07,486.44,year,1,1
C00783,9,35.35,283.3,two_year,0,1
C00784,34,44.64,1532.82,month,1,1
C00785,42,104.21,5125.88,year,1,1
C00786,3,53.02,188.34,two_year,1,1
C00787,49,88.6,3695.2,two_year,5,1
C00788,39,105.64,3871.12,two_year,7,1
C00789,1,27.77,29.97,year,6,1
C00790,7,96.5,600.27,two_year,7,1
C00791,33,50.77,1557.98,year,7,1
C00792,52,41.66,1753.24,month,3,1
C00793,59,88.89,4517.67,month,3,1
C00794,31,110.98,3526.15,year,5,1
C00795,21,49.5,1103.15,year,2,1
C00796,69,76.88,5620.69,year,4,1
C00797,33,48.98,1796.31,two_year,7,1
C00798,23,75.43,1676.1,year,1,1
C00799,32,82.19,2391.78,month,6,1
C00800,1,81.03,65.33,month,7,1
C00801,22,82.35,1599.1,year,4,1
C00802,37,33.51,1146.82,year,2,1
C00803,66,89.35,5138.04,year,2,1
C00804,53,87.48,3746.51,year,1,1
C00805,56,88.26,4265.33,year,2,1
C00806,39,27.41,1140.01,year,5,1
C00807,8,64.68,544.26,two_year,4,1
C00808,28,60.9,2002.37,month,1,1
C00809,71,28.67,2278.35,year,4,1
C00810,4,42.24,173.54,year,6,1
C00811,63,64.1,3452.84,month,0,1
C00812,49,94.29,4738.62,year,0,1
C00813,21,43.71,756.94,year,7,1
C00814,56,102.97,5606.9,year,5,1
C00815,60,74.58,4278.37,year,4,1
C00816,4,96.04,373.07,month,7,1
C00817,8,67.26,490.69,month,4,1
C00818,48,69.92,3605.63,month,4,1
C00819,71,81.97,6613.57,month,1,1
C00820,2,112.8,249.83,year,6,1
C00821,48,69.18,3490.33,two_year,6,1
C00822,10,72.87,739.88,year,2,1
C00823,47,80.2,3062.39,month,5,1
C00824,45,93.75,4594.95,month,5,1
C00825,7,27.19,193.75,month,0,1
C00826,49,71.57,3185.33,year,1,1
C00827,64,68.16,4061.84,month,4,1
C00828,62,112.17,8166.32,year,4,1
C00829,3,69.35,218.4,year,5,1
C00830,18,66.83,1191.35,year,2,1
C00831,18,116.22,2193.15,month,6,1
C00832,33,65.06,2072.9,month,3,1
C00833,11,38.09,413.99,year,1,1
C00834,61,41.69,2329.79,year,0,1
C00835,56,29.52,1613.35,month,7,1
C00836,58,20.06,1249.85,two_year,5,1
C00837,15,63.19,773.42,year,3,1
C00838,2,96.92,216.72,year,1,1
C00839,65,93.35,5541.02,month,0,1
C00840,21,23.21,523.0,month,1,1
C00841,47,77.0,3825.61,month,0,1
C00842,65,35.43,2443.55,month,4,1
C00843,3,114.11,357.14,year,1,1
C00844,1,36.74,43.49,year,1,1
C00845,1,82.66,82.94,two_year,2,1
C00846,12,52.62,690.12,two_year,5,1
C00847,4,84.16,364.3,month,3,1
C00848,59,61.23,3231.47,month,1,1
C00849,44,95.96,3856.27,year,5,1
C00850,70,43.07,2923.27,two_year,3,1
C00851,57,110.58,5742.59,two_year,1,1
C00852,69,70.02,4573.85,month,5,1
C00853,17,95.61,1554.48,month,7,1
C00854,21,104.97,2295.95,month,4,1
C00855,61,119.88,6493.34,two_year,1,1
C00856,18,42.39,855.89,year,2,1
C00857,5,48.69,237.37,year,4,1
C00858,48,45.04,2340.27,year,7,1
C00859,57,46.29,2196.78,month,7,1
C00860,69,78.24,5333.7,year,7,1
C00861,66,119.35,6390.6,month,6,1
C00862,9,119.03,1146.65,year,4,1
C00863,55,72.68,3747.5,year,5,1
C00864,61,83.9,6037.59,year,5,1
C00865,50,106.0,4927.14,month,5,1
C00866,59,113.29,6854.7,two_year,5,1
C00867,60,40.39,2188.22,year,1,1
C00868,32,72.85,2443.2,month,7,1
C00869,3,103.28,305.76,month,0,1
C00870,33,50.32,1574.63,year,3,1
C00871,15,63.98,845.95,month,3,1
C00872,9,118.56,901.23,month,7,1
C00873,9,118.5,904.34,month,0,1
C00874,50,110.61,6634.48,month,3,1
C00875,36,99.84,3468.17,year,2,1
C00876,39,46.91,1465.0,year,0,1
C00877,53,52.09,3260.94,month,1,1
C00878,39,74.73,2354.87,year,3,1
C00879,45,76.08,3312.11,month,7,1
C00880,7,70.55,536.81,month,3,1
C00881,61,83.67,5950.29,month,7,1
C00882,32,60.83,2112.32,year,5,1
C00883,12,94.92,1122.47,two_year,6,1
C00884,58,53.35,3681.53,year,6,1
C00885,53,53.07,2294.41,month,5,1
C00886,4,32.72,156.37,month,5,1
C00887,14,38.87,620.23,month,1,1
C00888,2,105.05,246.15,two_year,5,1
C00889,20,64.63,1165.81,month,0,1
C00890,8,42.79,293.36,two_year,5,1
C00891,51,95.93,5212.03,year,5,1
C00892,38,75.4,2883.38,year,6,1
C00893,70,22.12,1562.75,two_year,5,0
C00894,54,51.64,3262.19,month,2,1
C00895,44,37.7,1738.48,year,2,1
C00896,37,85.59,2927.5,month,4,1
C00897,4,47.5,182.41,two_year,3,1
C00898,5,26.49,113.03,year,2,1
C00899,44,25.49,983.52,month,3,1
C00900,1,78.17,67.02,two_year,4,1
C00901,4,22.17,99.69,month,1,1
C00902,16,104.88,1815.6,month,5,1
C00903,63,35.54,2266.2,year,2,1
C00904,33,80.66,2528.02,year,2,1
C00905,51,64.47,3509.57,two_year,3,1
C00906,30,64.29,2170.1,year,0,1
C00907,13,27.18,407.22,year,4,1
C00908,27,100.28,2758.48,month,5,1
C00909,7,109.31,863.08,month,7,1
C00910,55,21.1,1165.75,two_year,2,1
C00911,14,37.86,524.64,month,4,1
C00912,27,110.39,3416.2,year,4,1
C00913,70,74.95,5008.04,month,5,1
C00914,43,35.0,1442.34,month,4,1
C00915,33,40.28,1225.51,year,6,1
C00916,39,86.0,3379.09,year,6,1
C00917,56,92.48,5271.79,year,0,1
C00918,19,79.94,1616.35,two_year,2,1
C00919,46,115.31,5156.81,month,5,1
C00920,62,69.41,3817.71,year,4,1
C00921,41,50.03,2352.22,month,3,1
C00922,32,67.72,2033.55,year,1,1
C00923,11,55.97,719.83,month,4,1
C00924,18,42.44,674.5,year,5,1
C00925,68,24.6,1712.99,month,0,1
C00926,39,55.22,2185.12,two_year,4,1
C00927,22,91.14,2268.67,two_year,7,1
C00928,30,21.84,560.55,two_year,4,1
C00929,42,63.92,3124.85,month,7,1
C00930,39,84.4,3332.98,two_year,2,1
C00931,50,81.04,4191.57,month,0,1
C00932,19,97.66,1863.09,month,5,1
C00933,47,101.05,3867.92,month,1,1
C00934,32,91.17,2914.04,month,0,1
C00935,67,30.28,1836.88,year,1,1
C00936,12,67.5,759.03,month,7,1
C00937,11,80.34,936.45,month,6,1
C00938,33,44.56,1469.13,year,2,1
C00939,37,24.26,751.57,two_year,4,1
C00940,50,42.36,1756.28,year,2,1
C00941,29,65.49,1660.41,year,1,1
C00942,65,61.39,3496.96,month,7,1
C00943,34,37.67,1336.26,two_year,6,1
C00944,10,102.44,892.38,month,2,1
C00945,9,112.57,1167.82,month,2,1
C00946,70,40.13,2482.98,month,6,1
C00947,10,112.96,944.86,year,3,1
C00948,68,21.79,1704.42,month,3,1
C00949,20,112.5,2065.79,year,3,1
C00950,7,115.19,782.28,month,3,1
C00951,22,21.21,552.3,year,4,1
C00952,44,96.3,4990.35,year,0,1
C00953,31,117.02,3939.47,month,3,1
C00954,56,110.59,5125.21,month,3,1
C00955,44,117.07,5343.4,year,2,1
C00956,29,75.03,2601.54,year,2,1
C00957,46,27.82,1508.49,month,3,1
C00958,69,104.98,6102.03,year,2,1
C00959,30,81.38,2339.81,month,7,1
C00960,11,81.47,830.05,month,4,1
C00961,30,61.73,1577.62,month,4,1
C00962,60,77.18,4991.63,year,2,1
C00963,16,35.36,514.58,month,7,1
C00964,68,93.98,5994.08,year,0,1
C00965,42,27.5,965.75,month,4,1
C00966,43,92.98,3994.89,year,1,1
C00967,23,104.9,2082.8,month,6,1
C00968,66,67.25,4317.93,year,3,1
C00969,3,70.98,182.56,year,2,1
C00970,22,51.22,1331.41,month,0,1
C00971,30,116.95,3010.27,month,6,1
C00972,34,93.31,3200.32,year,3,1
C00973,34,56.9,1700.11,two_year,2,1
C00974,11,37.48,342.42,two_year,6,1
C00975,17,41.96,628.38,month,0,1
C00976,7,66.39,381.97,year,3,1
C00977,41,114.26,4008.94,month,1,1
C00978,25,93.41,2329.16,month,1,1
C00979,41,41.52,1805.7,year,0,1
C00980,42,105.96,3715.73,year,1,1
C00981,50,57.82,2822.79,year,7,1
C00982,39,105.17,4234.93,two_year,3,1
C00983,47,44.17,1855.29,month,7,1
C00984,42,81.87,3262.59,year,2,1
C00985,47,112.67,4388.55,month,6,1
C00986,44,45.79,1789.21,month,0,1
C00987,23,89.29,2026.36,month,0,1
C00988,18,118.73,2556.4,two_year,0,1
C00989,56,35.06,2353.1,year,7,1
C00990,25,28.84,859.32,month,5,1
C00991,39,87.42,3304.49,year,5,1
C00992,14,53.97,628.85,two_year,7,1
C00993,31,27.12,781.39,two_year,2,1
C00994,38,67.53,2296.92,year,5,1
C00995,45,95.38,3457.93,month,4,1
C00996,38,48.51,1544.92,year,4,1
C00997,26,53.5,1364.96,two_year,5,1
C00998,69,104.57,6752.57,two_year,3,1
C00999,37,72.01,2323.71,two_year,0,1
C01000,58,104.27,6570.42,year,0,1
C01001,53,64.64,3230.12,month,4,1
C01002,40,115.3,5261.13,year,4,1
C01003,63,85.08,4804.69,month,5,1
C01004,10,31.59,320.75,month,4,1
C01005,66,108.51,6256.82,year,1,1
C01006,61,68.93,4196.83,year,2,1
C01007,36,34.16,1058.81,two_year,3,1
C01008,53,35.27,1616.26,year,7,1
C01009,37,88.75,3431.16,two_year,4,1
C01010,20,24.74,448.05,year,5,1
C01011,57,48.66,2410.13,year,5,1
C01012,18,33.98,716.79,month,2,1
C01013,23,64.11,1204.99,year,7,1
C01014,37,61.44,2332.52,month,5,1
C01015,60,72.19,4415.02,month,6,1
C01016,28,47.96,1208.92,month,5,1
C01017,36,23.2,819.42,two_year,4,1
C01018,3,81.44,204.03,year,0,1
C01019,9,57.37,562.03,two_year,4,1
C01020,4,85.13,302.61,two_year,1,1
C01021,6,30.87,162.5,two_year,4,1
C01022,62,21.38,1227.4,month,5,1
C01023,60,44.83,3122.72,two_year,4,1
C01024,59,65.65,4332.68,two_year,2,1
C01025,4,59.41,280.12,two_year,0,1
C01026,6,101.03,643.03,month,5,1
C01027,20,57.78,1230.91,month,5,1
C01028,41,73.04,2970.72,two_year,3,1
C01029,24,79.35,2213.05,month,5,1
C01030,35,22.18,779.68,month,6,1
C01031,13,71.51,875.73,year,4,1
C01032,52,54.48,2992.03,month,0,1
C01033,23,62.13,1455.36,month,6,1
C01034,5,30.03,127.57,two_year,3,1
C01035,53,98.28,4985.33,two_year,5,1
C01036,65,114.24,6871.13,two_year,7,1
C01037,2,22.23,50.63,month,2,1
C01038,32,80.14,2440.2,month,4,1
C01039,59,96.38,6417.82,month,0,1
C01040,51,48.48,2415.5,year,7,1
C01041,61,98.76,6635.23,month,0,1
C01042,30,83.24,2132.89,year,4,1
C01043,27,112.92,3566.72,two_year,2,1
C01044,51,118.1,5976.26,year,0,1
C01045,11,24.23,240.92,month,3,1
C01046,17,64.49,982.96,month,7,1
C01047,43,74.7,2910.26,month,1,1
C01048,48,34.67,1575.44,month,2,1
C01049,9,53.63,524.67,year,1,1
C01050,37,118.76,5184.36,month,0,1
C01051,26,21.62,600.13,year,1,1
C01052,36,65.25,2393.32,two_year,4,1
C01053,69,104.27,7046.7,month,6,1
C01054,6,52.39,355.61,month,5,1
C01055,71,67.98,5501.64,month,6,1
C01056,32,117.8,3457.53,month,5,1
C01057,55,67.49,4385.18,year,3,1
C01058,31,33.09,982.75,two_year,7,1
C01059,23,25.17,648.4,two_year,1,1
C01060,55,114.54,7476.03,year,5,1
C01061,49,46.58,2468.35,month,0,1
C01062,11,70.41,669.66,month,6,1
C01063,51,29.07,1533.65,month,0,1
C01064,54,62.37,2854.4,month,1,1
C01065,28,113.01,3530.25,two_year,3,1
C01066,66,70.24,4230.32,year,5,1
C01067,46,117.11,5807.71,month,0,1
C01068,24,45.88,1281.74,month,2,1
C01069,1,70.45,61.46,month,2,1
C01070,48,105.95,4867.65,two_year,5,1
C01071,15,64.83,1029.68,month,7,1
C01072,54,47.95,2506.09,month,4,1
C01073,38,105.55,3489.19,month,4,1
C01074,34,58.99,1627.85,two_year,2,1
C01075,12,73.07,844.08,year,6,1
C01076,51,117.65,6358.26,year,0,1
C01077,12,38.65,477.53,month,1,1
C01078,30,50.14,1297.37,month,1,1
C01079,60,23.11,1359.25,two_year,2,1
C01080,66,59.18,3701.95,month,3,1
C01081,71,40.02,2584.79,month,7,1
C01082,69,88.0,6628.85,year,5,1
C01083,40,38.13,1409.07,month,3,1
C01084,15,87.48,1333.27,month,1,1
C01085,60,46.35,3251.79,two_year,5,1
C01086,57,55.52,3214.36,year,2,1
C01087,71,54.89,4079.61,month,7,1
C01088,47,91.68,3573.41,month,3,1
C01089,11,66.65,638.76,year,4,1
C01090,36,56.13,1698.14,month,7,1
C01091,32,105.26,3725.11,month,2,1
C01092,60,77.2,5254.39,year,3,1
C01093,28,41.38,1013.33,year,4,1
C01094,24,110.01,2343.76,two_year,2,1
C01095,6,54.27,302.59,month,0,1
C01096,60,23.9,1486.24,month,2,1
C01097,54,69.46,3933.58,year,0,1
C01098,3,32.39,104.43,year,5,1
C01099,31,43.85,1579.67,month,0,1
C01100,35,94.71,3043.09,year,2,1
C01101,34,33.08,1196.14,month,7,1
C01102,66,100.69,6804.3,two_year,4,1
C01103,11,113.69,1153.46,two_year,5,1
C01104,22,80.65,2063.45,month,5,1
C01105,13,91.04,992.02,two_year,2,1
C01106,18,91.36,1783.93,two_year,5,1
C01107,65,119.28,8459.9,month,1,1
C01108,67,54.15,4230.78,month,5,1
C01109,4,36.29,146.24,year,5,1
C01110,45,71.92,3005.48,month,7,1
C01111,17,73.32,1409.84,month,7,1
C01112,14,37.79,586.37,month,0,1
C01113,21,81.31,1707.73,two_year,2,1
C01114,14,21.41,331.86,month,4,1
C01115,35,112.77,3580.48,year,2,1
C01116,71,46.46,3416.76,month,4,1
C01117,42,23.96,1153.32,month,6,1
C01118,52,30.82,1485.96,two_year,2,1
C01119,36,44.02,1574.29,month,7,1
C01120,1,47.39,55.94,month,7,1
C01121,6,23.28,156.34,month,7,1
C01122,20,47.94,1107.24,year,0,1
C01123,18,39.29,674.76,month,2,1
C01124,60,57.86,4161.07,month,0,1
C01125,60,58.52,3023.24,month,0,1
C01126,61,53.9,3312.59,month,0,1
C01127,46,52.79,2408.21,month,3,1
C01128,40,28.97,1297.13,year,0,1
C01129,47,22.52,1231.44,month,2,1
C01130,29,40.21,1273.9,month,7,1
C01131,48,95.66,4824.6,year,7,1
C01132,57,119.08,6590.53,year,7,1
C01133,55,112.85,6232.39,month,0,1
C01134,44,70.42,3110.01,month,5,1
C01135,5,73.18,295.7,month,5,1
C01136,52,51.46,2679.18,two_year,1,1
C01137,27,97.39,3003.94,month,7,1
C01138,53,96.48,5541.48,month,3,1
C01139,39,104.43,4554.51,month,7,1
C01140,63,109.55,6599.32,month,0,1
C01141,25,63.43,1604.13,month,5,1
C01142,67,96.69,5269.35,month,1,1
C01143,60,100.64,5755.8,year,7,1
C01144,24,50.85,1207.91,year,4,1
C01145,35,112.92,3565.21,year,0,1
C01146,38,29.43,908.65,year,1,1
C01147,55,119.43,7068.94,month,2,1
C01148,49,97.01,4630.07,two_year,0,1
C01149,61,29.33,1728.78,year,0,1
C01150,27,85.62,2080.55,two_year,7,1
C01151,36,23.42,855.88,year,7,1
C01152,31,97.02,2933.06,month,4,1
C01153,65,99.92,6427.21,month,7,1
C01154,22,80.24,1822.38,month,5,1
C01155,42,105.69,3562.41,month,0,1
C01156,9,29.79,311.83,year,5,1
C01157,61,47.59,2404.94,month,0,1
C01158,28,61.42,1686.0,month,6,1
C01159,25,24.25,535.29,two_year,2,1
C01160,42,64.82,2748.34,year,1,1
C01161,36,46.52,1527.5,year,2,1
C01162,61,59.27,4136.11,month,5,1
C01163,38,62.51,2276.91,year,6,1
C01164,37,107.94,4215.44,two_year,4,1
C01165,8,47.03,338.45,year,1,1
C01166,2,109.37,176.69,year,7,1
C01167,29,62.6,1745.8,year,6,1
C01168,71,52.78,3802.07,month,3,1
C01169,66,70.25,4561.48,year,4,1
C01170,45,61.77,3293.35,two_year,7,1
C01171,45,45.74,2228.59,month,3,1
C01172,28,70.27,2357.66,month,0,1
C01173,13,35.18,419.85,month,1,1
C01174,1,55.19,61.57,month,4,1
C01175,25,76.58,1957.05,two_year,7,1
C01176,23,61.34,1473.89,year,5,1
C01177,14,102.39,1712.04,month,4,1
C01178,19,45.67,921.18,month,2,1
C01179,2,116.98,271.28,month,3,1
C01180,44,98.47,4723.92,month,0,1
C01181,66,116.76,6557.59,year,2,1
C01182,50,103.81,5604.54,two_year,4,1
C01183,32,34.21,1087.85,year,7,1
C01184,30,72.65,2544.61,month,7,1
C01185,22,37.0,913.91,year,6,1
C01186,11,101.82,942.67,year,0,1
C01187,43,78.42,2878.28,month,6,1
C01188,41,46.34,1572.85,year,1,1
C01189,1,112.96,112.65,year,4,1
C01190,30,31.52,787.03,two_year,7,1
C01191,20,76.39,1664.49,month,7,1
C01192,13,92.1,1222.38,month,5,1
C01193,50,25.88,1467.85,year,2,1
C01194,38,79.79,2764.95,month,4,1
C01195,45,101.59,4606.55,month,5,1
C01196,51,26.75,1155.51,year,4,1
C01197,70,71.22,5752.37,month,3,1
C01198,57,45.86,2274.2,year,3,1
C01199,45,86.29,3265.43,two_year,4,1
C01200,63,31.87,1770.93,year,0,1
C01201,34,113.71,4339.71,year,7,1
C01202,70,109.47,6454.66,year,0,1
C01203,55,38.6,2220.17,month,7,1
C01204,47,52.33,2701.7,month,0,1
C01205,65,78.76,5633.55,year,4,1
C01206,37,91.81,2975.83,month,3,1
C01207,52,64.27,2756.01,month,4,1
C01208,21,35.63,732.91,month,3,1
C01209,69,30.42,1849.19,two_year,7,1
C01210,45,119.98,5829.45,month,0,1
C01211,56,65.54,3459.85,year,7,1
C01212,33,107.25,3467.55,month,5,1
C01213,62,68.24,3576.76,year,6,1
C01214,6,112.24,691.64,month,1,1
C01215,9,28.78,226.44,month,0,1
C01216,37,31.4,1244.98,year,3,1
C01217,53,112.96,4959.94,year,2,1
C01218,58,114.75,7922.43,month,6,1
C01219,32,51.47,1768.61,month,7,1
C01220,47,55.52,2277.24,month,3,1
C01221,40,65.25,2102.71,month,6,1
C01222,69,61.62,3970.25,year,0,1
C01223,47,39.0,1578.44,month,5,1
C01224,30,109.84,2924.04,year,0,1
C01225,69,45.33,3594.12,month,5,1
C01226,8,90.53,754.14,year,3,1
C01227,70,26.72,1628.34,month,3,1
C01228,11,23.88,268.63,year,2,1
C01229,21,85.37,1617.64,month,3,1
C01230,59,53.9,3785.85,two_year,6,1
C01231,53,85.55,3686.73,year,6,1
C01232,69,29.4,2217.11,two_year,2,0
C01233,54,114.99,6887.53,month,2,1
C01234,46,94.85,3607.7,month,4,1
C01235,25,107.63,2337.58,month,5,1
C01236,1,33.65,32.09,month,1,1
C01237,9,52.02,537.13,year,5,1
C01238,22,56.83,1268.76,two_year,7,1
C01239,3,73.72,234.9,year,6,1
C01240,37,49.69,2046.66,year,4,1
C01241,56,26.06,1650.9,month,2,1
C01242,69,56.89,3888.17,month,2,1
C01243,35,45.45,1596.35,year,5,1
C01244,63,58.59,4013.05,month,3,1
C01245,70,39.7,2515.93,month,0,1
C01246,62,46.19,3269.85,two_year,5,1
C01247,34,82.7,2272.82,two_year,1,1
C01248,24,58.82,1239.89,year,7,1
C01249,70,54.54,4276.24,month,3,1
C01250,18,73.39,1236.61,two_year,2,1
C01251,30,97.19,2507.31,month,0,1
C01252,6,57.89,303.82,month,1,1
C01253,57,78.75,4543.97,month,7,1
C01254,47,116.62,6240.13,two_year,4,1
C01255,7,72.2,418.6,two_year,7,1
C01256,16,110.98,1442.19,year,7,1
C01257,40,99.37,3919.42,month,0,1
C01258,39,25.87,1193.03,year,3,1
C01259,57,62.91,3268.89,month,6,1
C01260,19,89.83,2020.25,two_year,3,1
C01261,66,118.67,9046.78,month,4,1
C01262,32,65.84,1924.12,month,4,1
C01263,59,29.28,1946.53,year,5,1
C01264,17,76.2,1391.71,year,7,1
C01265,3,32.66,98.44,two_year,7,1
C01266,4,95.15,368.86,month,5,1
C01267,27,70.77,2151.93,two_year,4,1
C01268,68,92.34,7015.23,month,2,1
C01269,4,106.94,471.72,month,0,1
C01270,27,82.89,2684.07,year,5,1
C01271,8,81.24,644.33,month,0,1
C01272,67,95.46,7181.03,year,5,1
C01273,48,104.25,5729.54,month,3,1
C01274,55,106.91,5201.73,month,6,1
C01275,51,23.64,984.8,year,7,1
C01276,47,75.62,3418.72,month,4,1
C01277,55,41.63,2616.37,year,4,1
C01278,1,106.03,97.09,year,3,1
C01279,62,84.84,5680.91,month,2,1
C01280,53,62.02,2639.31,year,0,1
C01281,53,38.81,1937.93,month,0,1
C01282,28,53.9,1578.94,month,5,1
C01283,57,90.38,4388.71,month,7,1
C01284,28,40.44,1311.95,two_year,0,1
C01285,4,29.36,101.29,year,2,1
C01286,65,108.8,8231.22,year,4,1
C01287,17,96.42,1453.19,two_year,5,1
C01288,8,39.98,383.08,month,5,1
C01289,45,49.23,2308.17,two_year,5,1
C01290,17,117.21,1661.28,year,0,1
C01291,61,90.82,4576.67,two_year,2,1
C01292,32,81.05,2152.61,two_year,3,1
C01293,1,50.76,52.59,two_year,0,1
C01294,68,49.91,3814.15,month,2,1
C01295,37,23.95,851.75,year,3,1
C01296,19,92.85,1725.22,two_year,7,1
C01297,49,24.32,1234.24,year,2,1
C01298,38,20.49,788.91,month,7,1
C01299,3,92.95,299.83,two_year,5,1
C01300,54,114.89,6134.04,month,5,1
C01301,29,95.65,3011.14,year,6,1
C01302,50,67.16,4025.99,year,6,1
C01303,64,68.6,4127.5,month,1,1
C01304,44,63.61,2252.75,year,3,1
C01305,48,52.46,2141.0,month,4,1
C01306,19,72.17,1400.58,year,7,1
C01307,17,63.12,1006.19,two_year,0,1
C01308,30,79.82,2816.03,month,3,1
C01309,61,109.81,7039.88,year,1,1
C01310,38,119.5,4577.97,month,1,1
C01311,25,27.87,779.81,two_year,6,1
C01312,56,58.47,2958.14,two_year,1,1
C01313,61,38.07,2619.28,month,6,1
C01314,65,55.21,2875.31,year,7,1
C01315,22,48.75,1123.84,year,6,1
C01316,51,37.45,2242.1,year,1,1
C01317,42,96.41,4515.46,year,1,1
C01318,32,69.63,2543.34,year,3,1
